Word,Frequency,Document
pointing,1,doc5.txt
sectarian,5,doc5.txt
violence,5,doc5.txt
reached,1,doc5.txt
alltime,1,doc5.txt
high,1,doc5.txt
365000,1,doc5.txt
fled,1,doc5.txt
homes,1,doc5.txt
bombing,1,doc5.txt
shia,2,doc5.txt
mosque,1,doc5.txt
samarra,1,doc5.txt
february,1,doc5.txt
300000,1,doc5.txt
security,9,doc5.txt
forces,9,doc5.txt
supposedly,1,doc5.txt
recruited,1,doc5.txt
trained,1,doc5.txt
yet,2,doc5.txt
troop,3,doc5.txt
levels,4,doc5.txt
reduced,3,doc5.txt
single,1,doc5.txt
soldier,2,doc5.txt
addition,1,doc5.txt
4000,1,doc5.txt
baghdad,2,doc5.txt
succeeded,1,doc5.txt
securing,1,doc5.txt
increasingly,1,doc5.txt
perilous,1,doc5.txt
city,2,doc5.txt
polls,1,doc5.txt
show,1,doc5.txt
almost,2,doc5.txt
twothirds,1,doc5.txt
sympathize,1,doc5.txt
attacks,2,doc5.txt
soldiers,5,doc5.txt
prime,1,doc5.txt
minister,1,doc5.txt
maliki,1,doc5.txt
easier,1,doc5.txt
he,3,doc5.txt
i’m,1,doc5.txt
quoting,1,doc5.txt
york,1,doc5.txt
article,1,doc5.txt
“rejected,1,doc5.txt
‘timeline’,1,doc5.txt
action,1,doc5.txt
urgent,1,doc5.txt
issues,1,doc5.txt
ordered,1,doc5.txt
commanders,5,doc5.txt
lift,1,doc5.txt
checkpoints,1,doc5.txt
set,2,doc5.txt
shiite,2,doc5.txt
district,1,doc5.txt
sadr,1,doc5.txt
kidnapped,1,doc5.txt
fugitive,1,doc5.txt
death,1,doc5.txt
squad,1,doc5.txt
leader,1,doc5.txt
blamed,1,doc5.txt
deteriorating,1,doc5.txt
iraq”,1,doc5.txt
reality,3,doc5.txt
am,3,doc5.txt
hopeful,2,doc5.txt
emerges,1,doc5.txt
next,2,doc5.txt
proposals,1,doc5.txt
build,1,doc5.txt
consensus,2,doc5.txt
committed,1,doc5.txt
white,1,doc5.txt
house,1,doc5.txt
any,5,doc5.txt
colleagues,1,doc5.txt
months,2,doc5.txt
come,5,doc5.txt
craft,1,doc5.txt
remains,1,doc5.txt
possible,3,doc5.txt
salvage,1,doc5.txt
outcome,3,doc5.txt
misguided,2,doc5.txt
easy,1,doc5.txt
fact,2,doc5.txt
options,2,doc5.txt
carry,1,doc5.txt
risks,1,doc5.txt
so,10,doc5.txt
question,3,doc5.txt
whether,1,doc5.txt
some,7,doc5.txt
magic,1,doc5.txt
formula,1,doc5.txt
success,4,doc5.txt
or,9,doc5.txt
guarantee,1,doc5.txt
against,6,doc5.txt
failure,5,doc5.txt
rather,2,doc5.txt
strategies,1,doc5.txt
imperfect,1,doc5.txt
though,1,doc5.txt
may,5,doc5.txt
likely,1,doc5.txt
achieve,4,doc5.txt
put,3,doc5.txt
effective,4,doc5.txt
course,2,doc5.txt
deal,2,doc5.txt
nuclear,3,doc5.txt
proliferation,1,doc5.txt
other,5,doc5.txt
critical,4,doc5.txt
absolutely,1,doc5.txt
enough,5,doc5.txt
respond,2,doc5.txt
iraq’s,1,doc5.txt
saying,1,doc5.txt
“open,1,doc5.txt
to”,1,doc5.txt
“interested,1,doc5.txt
in”,1,doc5.txt
ideas,1,doc5.txt
while,4,doc5.txt
if,11,doc5.txt
that’s,1,doc5.txt
him,1,doc5.txt
simply,6,doc5.txt
lay,1,doc5.txt
benchmarks,1,doc5.txt
attached,1,doc5.txt
failing,1,doc5.txt
them,4,doc5.txt
tell,1,doc5.txt
resolve,3,doc5.txt
extraordinarily,1,doc5.txt
resolved,1,doc5.txt
sons,1,doc5.txt
daughters,1,doc5.txt
killed,1,doc5.txt
wounded,1,doc5.txt
streets,1,doc5.txt
fallujah,1,doc5.txt
spent,1,doc5.txt
hundreds,1,doc5.txt
billions,1,doc5.txt
hardearned,1,doc5.txt
dollars,2,doc5.txt
effort,1,doc5.txt
money,1,doc5.txt
could,8,doc5.txt
devoted,1,doc5.txt
strengthening,1,doc5.txt
homeland,1,doc5.txt
competitive,1,doc5.txt
standing,2,doc5.txt
change,4,doc5.txt
politically,1,doc5.txt
advantageous,1,doc5.txt
define,2,doc5.txt
staying,1,doc5.txt
leaving,1,doc5.txt
prevents,1,doc5.txt
conversation,1,doc5.txt
objectives,3,doc5.txt
still,2,doc5.txt
dreams,2,doc5.txt
hopes,2,doc5.txt
perfect,1,doc5.txt
government,11,doc5.txt
turn,1,doc5.txt
focus,2,doc5.txt
concrete,1,doc5.txt
attain,1,doc5.txt
namely,1,doc5.txt
preventing,1,doc5.txt
becoming,2,doc5.txt
once,3,doc5.txt
maintaining,3,doc5.txt
influence,1,doc5.txt
forging,2,doc5.txt
settlement,3,doc5.txt
stop,1,doc5.txt
home,2,doc5.txt
reason,2,doc5.txt
proposed,1,doc5.txt
escalating,1,doc5.txt
adding,2,doc5.txt
little,1,doc5.txt
results,1,doc5.txt
either,1,doc5.txt
it’s,3,doc5.txt
sustainable,1,doc5.txt
period,2,doc5.txt
time,8,doc5.txt
relieve,1,doc5.txt
moreover,2,doc5.txt
coherent,1,doc5.txt
better,2,doc5.txt
cooperation,2,doc5.txt
putting,1,doc5.txt
crossfire,1,doc5.txt
civil,3,doc5.txt
let,4,doc5.txt
underscore,1,doc5.txt
met,1,doc5.txt
traveled,1,doc5.txt
performing,1,doc5.txt
duties,1,doc5.txt
bravery,1,doc5.txt
brilliance,1,doc5.txt
today,4,doc5.txt
battled,1,doc5.txt
insurgents,2,doc5.txt
secured,1,doc5.txt
cities,1,doc5.txt
maintained,1,doc5.txt
semblance,1,doc5.txt
carried,1,doc5.txt
responsibilities,1,doc5.txt
excellence,1,doc5.txt
valor,1,doc5.txt
solution,6,doc5.txt
suppress,1,doc5.txt
cannot,5,doc5.txt
solve,1,doc5.txt
causes,1,doc5.txt
won’t,1,doc5.txt
force,8,doc5.txt
sunni,1,doc5.txt
kurd,1,doc5.txt
sit,1,doc5.txt
table,1,doc5.txt
differences,1,doc5.txt
forge,1,doc5.txt
lasting,2,doc5.txt
peace,1,doc5.txt
reach,2,doc5.txt
communicate,1,doc5.txt
clearly,1,doc5.txt
effectively,3,doc5.txt
factions,7,doc5.txt
asking,1,doc5.txt
urging,1,doc5.txt
waiting,2,doc5.txt
take,2,doc5.txt
coming,1,doc5.txt
end,4,doc5.txt
coddling,1,doc5.txt
equivocation,1,doc5.txt
hope,2,doc5.txt
tools,1,doc5.txt
financial,2,doc5.txt
pressure,1,doc5.txt
leadership,1,doc5.txt
finally,2,doc5.txt
agreement,1,doc5.txt
between,1,doc5.txt
warring,1,doc5.txt
create,1,doc5.txt
sense,1,doc5.txt
stability,1,doc5.txt
bring,2,doc5.txt
under,1,doc5.txt
first,3,doc5.txt
begins,1,doc5.txt
exerting,1,doc5.txt
greatest,1,doc5.txt
leverage,1,doc5.txt
timetable,3,doc5.txt
four,1,doc5.txt
six,1,doc5.txt
advocated,1,doc5.txt
steps,1,doc5.txt
along,2,doc5.txt
lines,1,doc5.txt
hoped,1,doc5.txt
need,6,doc5.txt
2007,1,doc5.txt
through,3,doc5.txt
send,2,doc5.txt
going,2,doc5.txt
hold,1,doc5.txt
together,1,doc5.txt
indefinitely,1,doc5.txt
viable,2,doc5.txt
run,1,doc5.txt
specific,1,doc5.txt
should,17,doc5.txt
announce,1,doc5.txt
include,1,doc5.txt
gradual,1,doc5.txt
substantial,2,doc5.txt
reduction,2,doc5.txt
work,3,doc5.txt
map,1,doc5.txt
precise,1,doc5.txt
dates,1,doc5.txt
consultation,1,doc5.txt
depend,1,doc5.txt
approval,1,doc5.txt
suggesting,1,doc5.txt
overlyrigid,1,doc5.txt
compromise,1,doc5.txt
safety,1,doc5.txt
willing,1,doc5.txt
adjust,1,doc5.txt
realities,1,doc5.txt
temporarily,1,doc5.txt
suspended,2,doc5.txt
parties,1,doc5.txt
arrangement,1,doc5.txt
stabilizes,1,doc5.txt
offer,1,doc5.txt
compelling,1,doc5.txt
rationale,2,doc5.txt
certain,1,doc5.txt
further,3,doc5.txt
danger,1,doc5.txt
drawing,1,doc5.txt
allow,2,doc5.txt
redeploy,1,doc5.txt
additional,1,doc5.txt
northern,2,doc5.txt
elsewhere,2,doc5.txt
overthehorizon,1,doc5.txt
prevent,6,doc5.txt
wider,3,doc5.txt
consolidate,1,doc5.txt
gains,2,doc5.txt
reassure,1,doc5.txt
allies,3,doc5.txt
gulf,1,doc5.txt
strike,2,doc5.txt
directly,1,doc5.txt
wherever,3,doc5.txt
exist,2,doc5.txt
demonstrate,1,doc5.txt
organizations,2,doc5.txt
perhaps,1,doc5.txt
importantly,2,doc5.txt
redeployed,1,doc5.txt
where,3,doc5.txt
lack,2,doc5.txt
commitment,3,doc5.txt
resources,3,doc5.txt
increasing,1,doc5.txt
president’s,1,doc5.txt
decision,2,doc5.txt
fierce,1,doc5.txt
taliban,1,doc5.txt
offensive,1,doc5.txt
spike,1,doc5.txt
narcotrafficking,1,doc5.txt
problem,2,doc5.txt
spiral,1,doc5.txt
consolidating,1,doc5.txt
karzai,1,doc5.txt
backsliding,1,doc5.txt
redeploying,1,doc5.txt
answer,1,doc5.txt
nato’s,1,doc5.txt
provide,4,doc5.txt
muchneeded,1,doc5.txt
boost,1,doc5.txt
fight,3,doc5.txt
executed,1,doc5.txt
majority,1,doc5.txt
remaining,1,doc5.txt
dedicated,1,doc5.txt
less,1,doc5.txt
visible,1,doc5.txt
roles,2,doc5.txt
protecting,1,doc5.txt
logistics,1,doc5.txt
supply,1,doc5.txt
points,2,doc5.txt
infrastructure,1,doc5.txt
enclaves,1,doc5.txt
green,1,doc5.txt
zone,1,doc5.txt
well,2,doc5.txt
rapid,1,doc5.txt
reaction,1,doc5.txt
emergencies,1,doc5.txt
scenario,2,doc5.txt
conceivable,1,doc5.txt
significantly,1,doc5.txt
might,2,doc5.txt
remain,3,doc5.txt
extended,1,doc5.txt
think,4,doc5.txt
movement,1,doc5.txt
among,1,doc5.txt
showed,2,doc5.txt
disbanding,1,doc5.txt
militias,3,doc5.txt
asked,1,doc5.txt
public,1,doc5.txt
unambiguous,1,doc5.txt
continued,2,doc5.txt
support,5,doc5.txt
make,5,doc5.txt
permanent,1,doc5.txt
bases,1,doc5.txt
total,1,doc5.txt
collapse,1,doc5.txt
state,1,doc5.txt
polarization,1,doc5.txt
society,2,doc5.txt
active,1,doc5.txt
presence,2,doc5.txt
hostile,1,doc5.txt
countries,6,doc5.txt
syria,4,doc5.txt
intend,1,doc5.txt
key,2,doc5.txt
player,1,doc5.txt
second,2,doc5.txt
couple,1,doc5.txt
puts,1,doc5.txt
lead,2,doc5.txt
intensifies,1,doc5.txt
focuses,1,doc5.txt
train,1,doc5.txt
expands,1,doc5.txt
numbers,2,doc5.txt
personnel,2,doc5.txt
especially,2,doc5.txt
special,1,doc5.txt
deployed,1,doc5.txt
units,2,doc5.txt
advisers,1,doc5.txt
increase,1,doc5.txt
quality,1,doc5.txt
quantity,1,doc5.txt
training,1,doc5.txt
advisory,1,doc5.txt
guard,2,doc5.txt
militia,1,doc5.txt
infiltration,1,doc5.txt
develop,1,doc5.txt
trust,2,doc5.txt
goodwill,1,doc5.txt
local,1,doc5.txt
populace,1,doc5.txt
undercutting,1,doc5.txt
grassroots,1,doc5.txt
emphasize,1,doc5.txt
vital,1,doc5.txt
address,1,doc5.txt
absence,1,doc5.txt
genuine,1,doc5.txt
issue,2,doc5.txt
doubtful,2,doc5.txt
unified,1,doc5.txt
function,1,doc5.txt
large,2,doc5.txt
escalation,1,doc5.txt
widespread,1,doc5.txt
killing,1,doc5.txt
convince,1,doc5.txt
various,2,doc5.txt
embark,1,doc5.txt
admittedly,1,doc5.txt
disarming,1,doc5.txt
headway,1,doc5.txt
reforming,1,doc5.txt
institutions,2,doc5.txt
police,2,doc5.txt
teach,1,doc5.txt
patrol,1,doc5.txt
properly,1,doc5.txt
feed,1,doc5.txt
adequately,1,doc5.txt
equipment,1,doc5.txt
continue,4,doc5.txt
desert,1,doc5.txt
maintain,2,doc5.txt
fealty,1,doc5.txt
religious,1,doc5.txt
than,3,doc5.txt
national,3,doc5.txt
far,2,doc5.txt
inclusive,1,doc5.txt
army,2,doc5.txt
composed,1,doc5.txt
mainly,1,doc5.txt
shiites,1,doc5.txt
kurds,1,doc5.txt
cause,1,doc5.txt
sunnis,1,doc5.txt
feel,1,doc5.txt
threatened,1,doc5.txt
harder,1,doc5.txt
third,1,doc5.txt
link,1,doc5.txt
aid,4,doc5.txt
existence,1,doc5.txt
tangible,1,doc5.txt
toward,1,doc5.txt
congress,2,doc5.txt
given,1,doc5.txt
unprecedented,1,doc5.txt
flexibility,1,doc5.txt
determining,1,doc5.txt
spend,1,doc5.txt
20,1,doc5.txt
billion,1,doc5.txt
targeting,1,doc5.txt
largest,1,doc5.txt
waste,1,doc5.txt
fraud,1,doc5.txt
abuse,1,doc5.txt
foreign,3,doc5.txt
landscape,1,doc5.txt
littered,1,doc5.txt
illconceived,1,doc5.txt
halffinished,1,doc5.txt
projects,1,doc5.txt
nothing,1,doc5.txt
stabilize,2,doc5.txt
session,1,doc5.txt
reassert,1,doc5.txt
authority,1,doc5.txt
oversee,1,doc5.txt
management,1,doc5.txt
means,2,doc5.txt
bloated,1,doc5.txt
nobid,1,doc5.txt
contracts,1,doc5.txt
taxpayers,1,doc5.txt
millions,1,doc5.txt
overhead,1,doc5.txt
administrative,1,doc5.txt
expenses,1,doc5.txt
basic,1,doc5.txt
reconstruction,1,doc5.txt
funding,1,doc5.txt
used,1,doc5.txt
areas,1,doc5.txt
conditionbased,1,doc5.txt
packages,1,doc5.txt
assistance,1,doc5.txt
contingent,1,doc5.txt
upon,1,doc5.txt
ability,1,doc5.txt
measurable,1,doc5.txt
reducing,1,doc5.txt
realize,2,doc5.txt
entire,2,doc5.txt
enormous,1,doc5.txt
stake,1,doc5.txt
engage,2,doc5.txt
neighboring,1,doc5.txt
finding,1,doc5.txt
includes,1,doc5.txt
opening,1,doc5.txt
dialogue,1,doc5.txt
idea,1,doc5.txt
supported,2,doc5.txt
james,1,doc5.txt
baker,1,doc5.txt
robert,1,doc5.txt
gates,1,doc5.txt
know,2,doc5.txt
want,3,doc5.txt
fail,1,doc5.txt
steadfast,1,doc5.txt
opposition,1,doc5.txt
iran’s,1,doc5.txt
ambitions,1,doc5.txt
nor,1,doc5.txt
see,1,doc5.txt
vacuum,1,doc5.txt
filled,1,doc5.txt
refugees,1,doc5.txt
destabilizing,1,doc5.txt
effect,1,doc5.txt
within,2,doc5.txt
firmly,1,doc5.txt
convene,1,doc5.txt
regional,1,doc5.txt
conference,2,doc5.txt
saudis,1,doc5.txt
iranians,2,doc5.txt
syrians,2,doc5.txt
turks,1,doc5.txt
jordanians,1,doc5.txt
british,1,doc5.txt
others,2,doc5.txt
goal,1,doc5.txt
get,2,doc5.txt
fighters,1,doc5.txt
descent,1,doc5.txt
push,1,doc5.txt
mistake,1,doc5.txt
another,1,doc5.txt
staging,1,doc5.txt
area,1,doc5.txt
attack,1,doc5.txt
israel,1,doc5.txt
badly,1,doc5.txt
mistaken,1,doc5.txt
interest,2,doc5.txt
happening,1,doc5.txt
drawdown,1,doc5.txt
combat,1,doc5.txt
spread,1,doc5.txt
productive,1,doc5.txt
discussions,1,doc5.txt
importance,1,doc5.txt
brings,1,doc5.txt
broader,2,doc5.txt
taught,1,doc5.txt
struggle,2,doc5.txt
rogue,1,doc5.txt
many,7,doc5.txt
original,1,doc5.txt
argued,1,doc5.txt
believed,1,doc5.txt
behind,1,doc5.txt
itself,1,doc5.txt
forward,1,doc5.txt
strategic,1,doc5.txt
lessons,2,doc5.txt
learned,1,doc5.txt
confront,1,doc5.txt
century,1,doc5.txt
modest,1,doc5.txt
belief,1,doc5.txt
impose,1,doc5.txt
movements,2,doc5.txt
tyrannical,1,doc5.txt
regimes,1,doc5.txt
democracies,1,doc5.txt
doesn’t,1,doc5.txt
mean,1,doc5.txt
abandoning,1,doc5.txt
foster,1,doc5.txt
free,2,doc5.txt
markets,1,doc5.txt
press,1,doc5.txt
strong,2,doc5.txt
overnight,1,doc5.txt
barrel,1,doc5.txt
gun,1,doc5.txt
freedoms,1,doc5.txt
fdr,1,doc5.txt
fear,1,doc5.txt
deposing,1,doc5.txt
tyrant,1,doc5.txt
handing,1,doc5.txt
ballots,1,doc5.txt
realized,1,doc5.txt
personal,1,doc5.txt
material,1,doc5.txt
ensured,1,doc5.txt
lesson,2,doc5.txt
you,2,doc5.txt
much,1,doc5.txt
written,1,doc5.txt
planned,1,doc5.txt
thought,1,doc5.txt
find,1,doc5.txt
fell,1,doc5.txt
foresight,1,doc5.txt
inexcusable,1,doc5.txt
commit,1,doc5.txt
anywhere,1,doc5.txt
responsibility,1,doc5.txt
mission,2,doc5.txt
formulate,1,doc5.txt
fulfill,1,doc5.txt
final,1,doc5.txt
interconnected,1,doc5.txt
prevention,1,doc5.txt
obtaining,1,doc5.txt
nations,1,doc5.txt
always,1,doc5.txt
reserve,1,doc5.txt
right,2,doc5.txt
unilaterally,1,doc5.txt
enhanced,1,doc5.txt
engaging,1,doc5.txt
receive,1,doc5.txt
crucial,1,doc5.txt
lighten,1,doc5.txt
load,1,doc5.txt
add,1,doc5.txt
legitimacy,1,doc5.txt
actions,1,doc5.txt
talking,1,doc5.txt
friends,1,doc5.txt
enemies,3,doc5.txt
keep,1,doc5.txt
mind,2,doc5.txt
faces,1,doc5.txt
haven’t,1,doc5.txt
paid,1,doc5.txt
nearly,1,doc5.txt
attention,1,doc5.txt
estimate,1,doc5.txt
details,1,doc5.txt
we’re,2,doc5.txt
creating,1,doc5.txt
defeating,1,doc5.txt
obvious,1,doc5.txt
example,1,doc5.txt
hurting,1,doc5.txt
larger,1,doc5.txt
battle,1,doc5.txt
overwhelming,1,doc5.txt
stretched,1,doc5.txt
breaking,1,doc5.txt
dangerous,1,doc5.txt
chairman,1,doc5.txt
joint,1,doc5.txt
chiefs,1,doc5.txt
recently,1,doc5.txt
arose,1,doc5.txt
we’d,1,doc5.txt
largely,1,doc5.txt
rely,1,doc5.txt
navy,1,doc5.txt
air,1,doc5.txt
care,1,doc5.txt
marines,1,doc5.txt
engaged,1,doc5.txt
travels,1,doc5.txt
africa,1,doc5.txt
weak,1,doc5.txt
governments,1,doc5.txt
broken,1,doc5.txt
societies,1,doc5.txt
exploited,1,doc5.txt
trip,1,doc5.txt
soviet,1,doc5.txt
union,1,doc5.txt
biological,1,doc5.txt
steal,1,doc5.txt
looks,1,doc5.txt
place,1,doc5.txt
mistakes,1,doc5.txt
dearly,1,doc5.txt
loss,1,doc5.txt
government’s,1,doc5.txt
credibility,1,doc5.txt
pew,1,doc5.txt
survey,1,doc5.txt
42,1,doc5.txt
agree,1,doc5.txt
statement,1,doc5.txt
business,1,doc5.txt
internationally,1,doc5.txt
own”,1,doc5.txt
afford,1,doc5.txt
isolationists,1,doc5.txt
try,1,doc5.txt
ignore,2,doc5.txt
rest,1,doc5.txt
relentless,1,doc5.txt
pursuing,1,doc5.txt
promoting,1,doc5.txt
isolationist,1,doc5.txt
sentiments,1,doc5.txt
characterized,1,doc5.txt
blind,1,doc5.txt
called,1,doc5.txt
listen,1,doc5.txt
concerns,1,doc5.txt
win,1,doc5.txt
delivered,1,doc5.txt
similar,1,doc5.txt
did,1,doc5.txt
refuse,1,doc5.txt
accept,1,doc5.txt
possibility,1,doc5.txt
say,1,doc5.txt
thing,1,doc5.txt
too,4,doc5.txt
speeches,1,doc5.txt
excuses,1,doc5.txt
flagdraped,1,doc5.txt
coffins,1,doc5.txt
heartbroken,1,doc5.txt
families,1,doc5.txt
refocus,1,doc5.txt
won,1,doc5.txt
thank,1,doc5.txt
the,173,doc4.txt
first,3,doc4.txt
time,5,doc4.txt
i,31,doc4.txt
came,5,doc4.txt
to,94,doc4.txt
kenya,27,doc4.txt
was,17,doc4.txt
in,61,doc4.txt
1987,1,doc4.txt
had,9,doc4.txt
just,7,doc4.txt
finished,1,doc4.txt
three,1,doc4.txt
years,5,doc4.txt
of,117,doc4.txt
work,9,doc4.txt
as,19,doc4.txt
a,76,doc4.txt
community,2,doc4.txt
organizer,1,doc4.txt
lowincome,1,doc4.txt
neighborhoods,1,doc4.txt
chicago,2,doc4.txt
and,125,doc4.txt
about,5,doc4.txt
enroll,1,doc4.txt
law,1,doc4.txt
school,1,doc4.txt
my,24,doc4.txt
sister,1,doc4.txt
auma,1,doc4.txt
teaching,1,doc4.txt
that,73,doc4.txt
year,2,doc4.txt
at,10,doc4.txt
this,29,doc4.txt
university,3,doc4.txt
so,13,doc4.txt
stay,1,doc4.txt
with,18,doc4.txt
her,1,doc4.txt
for,28,doc4.txt
month,1,doc4.txt
experience,2,doc4.txt
then,5,doc4.txt
very,4,doc4.txt
different,3,doc4.txt
than,12,doc4.txt
it,32,doc4.txt
has,15,doc4.txt
been,12,doc4.txt
on,16,doc4.txt
trip,3,doc4.txt
instead,3,doc4.txt
motorcade,1,doc4.txt
we,17,doc4.txt
traveled,3,doc4.txt
sisters,3,doc4.txt
old,3,doc4.txt
vw,1,doc4.txt
beetle,1,doc4.txt
which,2,doc4.txt
even,3,doc4.txt
already,3,doc4.txt
ten,1,doc4.txt
when,9,doc4.txt
broke,1,doc4.txt
down,1,doc4.txt
front,1,doc4.txt
uhuru,1,doc4.txt
park,1,doc4.txt
push,1,doc4.txt
until,3,doc4.txt
some,8,doc4.txt
joakalis,1,doc4.txt
fix,1,doc4.txt
by,16,doc4.txt
side,1,doc4.txt
road,1,doc4.txt
slept,1,doc4.txt
couch,1,doc4.txt
apartment,1,doc4.txt
not,18,doc4.txt
fancy,1,doc4.txt
hotel,1,doc4.txt
often,2,doc4.txt
took,1,doc4.txt
meals,1,doc4.txt
small,1,doc4.txt
teahouse,1,doc4.txt
downtown,1,doc4.txt
nairobi,2,doc4.txt
went,1,doc4.txt
upcountry,1,doc4.txt
train,1,doc4.txt
matatu,1,doc4.txt
chickens,1,doc4.txt
collard,1,doc4.txt
greens,1,doc4.txt
sometimes,4,doc4.txt
babies,1,doc4.txt
placed,1,doc4.txt
lap,1,doc4.txt
but,10,doc4.txt
magical,1,doc4.txt
begin,1,doc4.txt
discovered,4,doc4.txt
warmth,1,doc4.txt
sense,2,doc4.txt
people,21,doc4.txt
possess,1,doc4.txt
their,21,doc4.txt
hopefulness,2,doc4.txt
face,2,doc4.txt
great,11,doc4.txt
difficulty,1,doc4.txt
beauty,2,doc4.txt
land,2,doc4.txt
haunts,1,doc4.txt
you,20,doc4.txt
long,1,doc4.txt
after,2,doc4.txt
youve,1,doc4.txt
left,1,doc4.txt
most,4,doc4.txt
importantly,1,doc4.txt
me,1,doc4.txt
story,3,doc4.txt
fathers,4,doc4.txt
life,5,doc4.txt
his,18,doc4.txt
father,5,doc4.txt
before,3,doc4.txt
him,6,doc4.txt
learned,3,doc4.txt
grandfather,2,doc4.txt
cook,1,doc4.txt
british,1,doc4.txt
although,1,doc4.txt
he,14,doc4.txt
respected,2,doc4.txt
elder,1,doc4.txt
village,3,doc4.txt
called,2,doc4.txt
boy,2,doc4.txt
employers,1,doc4.txt
brutal,1,doc4.txt
repression,1,doc4.txt
operation,1,doc4.txt
anvil,1,doc4.txt
days,2,doc4.txt
rape,1,doc4.txt
torture,1,doc4.txt
pipeline,1,doc4.txt
camps,1,doc4.txt
lives,2,doc4.txt
many,14,doc4.txt
gave,1,doc4.txt
how,10,doc4.txt
arrested,1,doc4.txt
briefly,1,doc4.txt
during,3,doc4.txt
period,2,doc4.txt
despite,1,doc4.txt
being,7,doc4.txt
periphery,1,doc4.txt
kenyas,2,doc4.txt
liberation,1,doc4.txt
struggles,3,doc4.txt
grown,1,doc4.txt
up,6,doc4.txt
tiny,1,doc4.txt
alego,1,doc4.txt
near,1,doc4.txt
siaya,1,doc4.txt
tumult,1,doc4.txt
began,1,doc4.txt
understand,1,doc4.txt
appreciate,1,doc4.txt
distance,2,doc4.txt
from,21,doc4.txt
herding,1,doc4.txt
goats,1,doc4.txt
student,1,doc4.txt
hawaii,1,doc4.txt
harvard,1,doc4.txt
economist,1,doc4.txt
upon,1,doc4.txt
return,1,doc4.txt
ways,3,doc4.txt
embodied,1,doc4.txt
new,4,doc4.txt
africa,4,doc4.txt
early,3,doc4.txt
sixties,1,doc4.txt
man,2,doc4.txt
who,14,doc4.txt
obtained,1,doc4.txt
knowledge,1,doc4.txt
western,1,doc4.txt
world,3,doc4.txt
sought,1,doc4.txt
bring,3,doc4.txt
back,1,doc4.txt
home,2,doc4.txt
where,6,doc4.txt
hoped,1,doc4.txt
could,4,doc4.txt
help,2,doc4.txt
create,4,doc4.txt
nation,3,doc4.txt
yet,4,doc4.txt
all,12,doc4.txt
education,3,doc4.txt
ended,2,doc4.txt
filled,1,doc4.txt
disappointments,2,doc4.txt
ideas,2,doc4.txt
should,3,doc4.txt
progress,3,doc4.txt
put,1,doc4.txt
odds,2,doc4.txt
politics,4,doc4.txt
tribe,2,doc4.txt
patronage,3,doc4.txt
because,4,doc4.txt
spoke,1,doc4.txt
mind,1,doc4.txt
fault,1,doc4.txt
fired,1,doc4.txt
job,4,doc4.txt
prevented,1,doc4.txt
finding,2,doc4.txt
country,15,doc4.txt
more,16,doc4.txt
personal,3,doc4.txt
level,1,doc4.txt
never,4,doc4.txt
fully,1,doc4.txt
reconciled,1,doc4.txt
traditions,2,doc4.txt
modern,1,doc4.txt
conceptions,1,doc4.txt
family,3,doc4.txt
related,1,doc4.txt
women,3,doc4.txt
expecting,1,doc4.txt
them,5,doc4.txt
obey,1,doc4.txt
no,5,doc4.txt
matter,1,doc4.txt
what,8,doc4.txt
did,4,doc4.txt
unstable,1,doc4.txt
children,3,doc4.txt
knew,1,doc4.txt
well,4,doc4.txt
familys,1,doc4.txt
reflects,1,doc4.txt
contradictions,1,doc4.txt
indeed,1,doc4.txt
african,8,doc4.txt
continent,5,doc4.txt
whole,1,doc4.txt
history,4,doc4.txt
is,46,doc4.txt
ancient,1,doc4.txt
kingdoms,1,doc4.txt
fighting,3,doc4.txt
be,15,doc4.txt
free,3,doc4.txt
colonial,1,doc4.txt
rule,1,doc4.txt
heroism,1,doc4.txt
only,2,doc4.txt
men,3,doc4.txt
like,7,doc4.txt
nkrumah,1,doc4.txt
kenyatta,1,doc4.txt
mandela,1,doc4.txt
also,7,doc4.txt
ordinary,3,doc4.txt
endured,1,doc4.txt
hardship,1,doc4.txt
ghana,1,doc4.txt
south,3,doc4.txt
secure,1,doc4.txt
selfdetermination,1,doc4.txt
made,3,doc4.txt
must,2,doc4.txt
surely,1,doc4.txt
acknowledge,1,doc4.txt
neither,1,doc4.txt
nor,1,doc4.txt
have,19,doc4.txt
fulfilled,1,doc4.txt
potential,1,doc4.txt
postcolonial,1,doc4.txt
era,1,doc4.txt
replaced,1,doc4.txt
cynicism,1,doc4.txt
despair,1,doc4.txt
true,3,doc4.txt
freedom,5,doc4.txt
won,1,doc4.txt
those,8,doc4.txt
struggling,1,doc4.txt
live,3,doc4.txt
less,3,doc4.txt
few,3,doc4.txt
shillings,1,doc4.txt
day,2,doc4.txt
fallen,1,doc4.txt
prey,1,doc4.txt
hivaids,2,doc4.txt
or,16,doc4.txt
malaria,2,doc4.txt
citizens,1,doc4.txt
continue,1,doc4.txt
find,2,doc4.txt
themselves,1,doc4.txt
trapped,1,doc4.txt
crossfire,1,doc4.txt
war,2,doc4.txt
ethnic,2,doc4.txt
conflict,2,doc4.txt
one,10,doc4.txt
statistic,1,doc4.txt
powerfully,1,doc4.txt
describes,1,doc4.txt
unfulfilled,1,doc4.txt
promise,3,doc4.txt
1960s,1,doc4.txt
gaining,2,doc4.txt
its,12,doc4.txt
independence,3,doc4.txt
gross,1,doc4.txt
